ImageID,LabelName1,LabelName2,ImageHeight,ImageWidth,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
alex_22979,man,red bus in the lot,640,610,483,596,217,541,0,185,1,405,The man is looking toward the red bus in the lot.
alex_333745,man,blue bus on the road,640,427,54,191,144,502,0,427,0,447,The man is walking by the blue bus on the road.
alex_142774,man,green bus on road,479,640,306,401,259,445,170,507,110,357,The man is riding a motor bike in front of the green bus on road.
alex_327656,person wearing a work uniform,black bus,433,640,242,314,303,409,73,383,47,384,The person wearing a work uniform is sitting beside the black bus.
alex_251404,boy,heavy suitcase being carried by the person,640,360,110,288,48,622,92,170,380,546,The boy is holding the heavy suitcase being carried by the person.
alex_236290,man wearing black,blue suitcase on the escalator,640,427,7,204,5,462,89,264,78,476,The man wearing black is holding the blue suitcase on the escalator.
alex_109486,person,small suitcase on the ground,640,427,85,310,31,419,101,293,384,523,The person is sitting on the small suitcase on the ground.
alex_112664,relaxed man,black suitcase in hand,332,500,332,400,144,315,347,397,211,254,The relaxed man is holding the black suitcase in hand.
alex_472102,person,black suitcase,425,640,51,341,120,251,135,235,201,355,The person is relaxing on the black suitcase.
alex_43098,bummy person wearing a yellow jacket,suitcase,640,425,289,403,181,478,95,266,401,547,The bummy person wearing a yellow jacket is about to walk pass the suitcase.
alex_104486,old man,red suitcase on the trolley,640,457,100,193,157,540,243,375,359,545,The old man is transporting the red suitcase on the trolley.
alex_94760,man,suitcase around the person,400,600,250,599,0,291,199,529,179,331,The man is packing the suitcase around the person.
alex_312878,person wearing a hoodie and jeans,black suitcase,640,640,322,417,323,523,250,330,467,571,The person wearing a hoodie and jeans is carrying the black suitcase.
alex_382512,man,blue suitcase on the street,480,640,256,396,146,362,182,300,223,399,The man is sitting by the blue suitcase on the street.
alex_267314,relaxing person,dotted suitcase against the wall,427,640,106,390,0,421,367,598,31,397,The relaxing person is leaning on the dotted suitcase against the wall.
alex_409156,person,grey suitcase on the carasel,375,500,151,320,64,296,162,351,73,359,The person is in the grey suitcase on the carasel.
alex_550477,tired human man,yellow suitcase on the ground,640,427,186,244,424,497,122,172,468,545,The tired human man is sitting near the yellow suitcase on the ground.
alex_238691,man,black suitcase on the floor,480,640,7,154,77,329,0,68,252,322,The man is sitting the black suitcase on the floor.
alex_570810,person,red suitcase on conveyor,480,640,0,113,125,432,43,166,295,381,The person is holding the red suitcase on conveyor.
alex_227433,person,black suitcase being pulled,640,427,250,398,208,593,203,293,422,623,The person is carrying the black suitcase being pulled.
alex_454143,person,suitcase being held,640,427,149,384,56,612,59,213,352,518,The person is lugging the suitcase being held.
alex_575088,man,suitcase on the bench,640,446,67,376,89,549,50,211,322,434,The man is touching the suitcase on the bench.
alex_101491,person,black suitcase behind the man,640,480,47,238,101,632,169,302,411,585,The person is rolling the black suitcase behind the man.
alex_539738,man wearing a tie,hard-sided suitcase in the man's hand,338,500,72,251,14,333,61,115,275,331,The man wearing a tie is carrying the hard-sided suitcase in the man's hand.
alex_289813,boy dressed up in warm clothes,compact suitcase lying down,480,640,141,380,153,338,314,509,166,288,The boy dressed up in warm clothes is sitting in the grass by the compact suitcase lying down.
alex_208517,man,red suitcase on the ground,640,441,249,366,107,595,204,279,436,593,The man is holding the red suitcase on the ground.
alex_405648,man wearing a hat and coat,black suitcase in the girl's hand,492,640,159,379,47,483,307,452,229,485,The man wearing a hat and coat is holding on to the black suitcase in the girl's hand.
alex_292206,person,black suitcase,500,333,112,207,58,368,78,182,266,474,The person is rolling the black suitcase.
alex_221044,man wearing red,blue suitcase,375,500,144,358,57,361,288,441,263,370,The man wearing red is lugging the blue suitcase.
alex_233119,person wearing a backpack,purple suitcase on the street,427,640,361,502,119,414,457,531,297,413,The person wearing a backpack is wheeling the purple suitcase on the street.
alex_33441,boy,black suitcase on a cart,612,612,46,303,131,457,377,490,221,478,The boy is pushing the black suitcase on a cart.
alex_170950,person,suitcase on the sidewalk,640,480,115,294,71,562,194,360,453,627,The person is pulling the suitcase on the sidewalk.
alex_491689,person,floral suitcase laying down,640,480,120,321,8,463,0,260,381,632,The person is standing next to the floral suitcase laying down.
alex_369322,man,suitcase in front of a person,640,579,256,578,0,631,33,417,283,629,The man is holding the suitcase in front of a person.
alex_42667,girl wearing a green shirt,suitcase on the floor,640,480,35,355,22,555,20,382,165,577,The girl wearing a green shirt is sitting in the suitcase on the floor.
alex_55981,girl,suitcase,426,640,154,406,57,425,112,231,237,419,The girl is leaning on the suitcase.
alex_130839,man wearing a suit,black suitcase,500,375,118,223,38,350,122,293,265,489,The man wearing a suit is pulling the black suitcase.
alex_542910,blond person,suitcase in the woman's hand,480,640,2,406,35,479,272,403,406,479,The blond person is pulling the suitcase in the woman's hand.
alex_490178,boy wearing a navy blue shirt and pants,red suitcase,640,480,73,285,71,598,224,446,92,632,The boy wearing a navy blue shirt and pants is holding the red suitcase.
alex_6864,person wearing a coat,suitcase in the hand of a person,427,640,502,592,129,338,254,312,242,363,The person wearing a coat is rolling the suitcase in the hand of a person.
alex_85795,girl,suitcase on the ground,480,640,327,574,46,401,204,551,193,434,The girl is sitting in the suitcase on the ground.
alex_365273,person,blue suitcase holding a young child,376,640,132,403,3,274,182,598,39,330,The person is inside the blue suitcase holding a young child.
alex_217312,man,red suitcase next to the woman,640,426,172,345,114,588,233,368,381,569,The man is standing next to the red suitcase next to the woman.
alex_346343,traveler man,black suitcase on the ground,424,640,2,50,239,347,52,87,285,344,The traveler man is standing near the black suitcase on the ground.
alex_39656,tan person wearing high heels,suitcase on the floor,429,640,314,523,0,402,83,331,0,408,The tan person wearing high heels is standing near the suitcase on the floor.
alex_277738,person,suitcase on a statue,429,640,118,214,235,390,161,435,111,348,The person is sitting next to the suitcase on a statue.
alex_27371,man in a striped dress,blue suitcase in back of the woman,640,499,166,258,120,518,185,315,350,608,The man in a striped dress is pulling the blue suitcase in back of the woman.
alex_80340,person,wheeled suitcase on the ground,427,640,145,275,71,324,234,301,225,400,The person is standing near the wheeled suitcase on the ground.
alex_314154,person,patterned suitcase next to the girl,427,640,348,535,84,419,59,270,296,421,The person is dragging the patterned suitcase next to the girl.
alex_435986,person,black suitcase on the ground,500,500,149,357,4,491,284,373,361,488,The person is standing near the black suitcase on the ground.
alex_21779,man,red suitcase under the person,375,500,95,494,0,345,115,377,128,355,The man is laying on the red suitcase under the person.
alex_375063,person,black suitcase,640,480,177,371,54,530,89,221,299,520,The person is carrying the black suitcase.
alex_305437,man wearing glasses,brown suitcase,426,640,111,328,6,420,109,564,134,425,The man wearing glasses is opening the brown suitcase.
alex_440110,man in a mini-dres,white suitcase,640,396,86,134,371,573,99,164,491,623,The man in a mini-dres is lugging the white suitcase.
alex_198448,unusual man,suitcase being sat on,335,500,250,418,24,297,233,386,184,304,The unusual man is sitting on the suitcase being sat on.
alex_261779,man,black suitcase under the woman,640,427,78,366,23,608,0,398,352,594,The man is sitting on the black suitcase under the woman.
alex_424246,busy person,red suitcase behind the person,640,427,142,426,49,632,34,187,93,524,The busy person is sitting beside the red suitcase behind the person.
alex_491835,man wearing a red skirt,tall suitcase,640,427,172,327,150,479,273,355,296,485,The man wearing a red skirt is standing with the tall suitcase.
alex_456638,man,blue suitcase in the woman's hand at her side,427,640,155,396,4,426,138,206,284,421,The man is holding the blue suitcase in the woman's hand at her side.
alex_53058,comfortable man,black suitcase on the ground,640,640,310,534,107,476,237,440,278,632,The comfortable man is beside the black suitcase on the ground.
alex_527691,man,pink suitcase on top of the couch,629,640,241,469,110,505,408,636,243,441,The man is unpacking the pink suitcase on top of the couch.
alex_215755,person,black suitcase on the cement,429,640,148,299,44,387,47,167,72,396,The person is beside the black suitcase on the cement.
alex_161112,boy,closed suitcase on a table,565,640,128,411,23,472,405,639,237,527,The boy is standing by the closed suitcase on a table.
alex_453001,person,blue suitcase on the ground,480,640,138,276,18,468,264,374,262,410,The person is standing behind the blue suitcase on the ground.
alex_44347,concerned girl wearing a red jacket,suitcase,480,640,331,445,51,282,418,582,207,444,The concerned girl wearing a red jacket is lugging the suitcase.
alex_280705,person,purple suitcase in his hand,640,480,98,268,221,629,182,361,171,337,The person is carrying the purple suitcase in his hand.
alex_343914,person,black suitcase under the person,426,640,18,435,56,425,238,632,174,420,The person is touching the black suitcase under the person.
alex_559470,boy,red suitcase,640,480,74,301,106,632,237,442,407,628,The boy is standing by the red suitcase.
alex_487282,man,black suitcase on the ground,480,640,430,568,151,420,434,584,415,479,The man is holding the black suitcase on the ground.
alex_4980,person,antique suitcase,640,427,166,300,58,581,100,249,332,483,The person is carrying the antique suitcase.
